carat,cut,color,clarity,depth_prcnt,table_prcnt,length,price
0.59,3,3,2,59.8,58.0,5.48,1355
0.54,4,2,2,63.0,60.0,5.13,1356
0.61,4,5,2,63.4,55.0,5.39,1356
0.58,2,0,3,61.7,54.0,5.4,1356
0.58,2,0,3,63.4,57.0,5.29,1356
0.51,2,1,2,61.5,54.0,5.15,1356
0.41,3,2,6,58.9,58.0,4.87,1356
0.41,2,2,6,62.3,53.0,4.8,1356
0.41,3,2,6,62.1,56.0,4.79,1356
0.41,2,2,6,60.9,56.0,4.83,1356
0.41,2,2,6,60.3,56.0,4.85,1356
0.41,2,2,6,60.7,56.0,4.85,1356
0.41,2,2,6,62.1,57.0,4.79,1356
0.41,2,2,6,61.8,55.0,4.78,1356
0.41,2,2,6,61.9,56.0,4.79,1356
0.41,2,2,6,61.7,57.0,4.8,1356
0.41,2,2,6,62.3,57.0,4.77,1356
0.41,3,2,6,61.3,59.0,4.79,1356
0.41,3,2,6,61.8,59.0,4.77,1356
0.41,2,2,6,62.0,55.0,4.78,1356
0.41,2,2,6,62.3,55.0,4.79,1356
0.41,2,2,6,61.8,57.0,4.79,1356
0.41,2,0,7,62.3,57.0,4.76,1356
0.41,3,0,7,61.8,58.0,4.79,1356
0.41,2,0,7,62.3,55.0,4.77,1356
0.41,3,0,7,61.2,62.0,4.82,1356
0.41,2,0,7,62.1,56.0,4.78,1356
0.41,3,0,7,62.5,58.0,4.75,1356
0.54,3,3,2,60.8,59.0,5.27,1356
0.53,3,4,5,59.1,59.0,5.33,1356
0.54,3,1,2,59.5,61.0,5.31,1356
0.5,4,2,5,60.8,61.0,5.04,1357
0.51,4,1,2,60.9,57.0,5.17,1357
0.57,2,1,3,58.8,57.0,5.49,1357
0.52,2,5,4,61.5,56.0,5.19,1357
0.52,1,2,2,63.6,62.0,5.07,1357
0.54,4,1,2,60.2,58.0,5.23,1358
0.43,2,2,6,62.0,57.0,4.81,1358
0.43,2,2,6,62.3,55.0,4.85,1358
0.43,2,2,6,61.0,56.0,4.87,1358
0.43,4,2,6,61.5,56.0,4.86,1358
0.43,3,2,6,60.3,58.0,4.88,1358
0.43,2,2,6,62.1,55.0,4.81,1358
0.55,2,3,3,61.6,56.0,5.28,1358
0.45,2,3,6,61.5,57.0,4.95,1358
0.45,2,3,6,61.7,56.0,4.96,1358
0.45,3,0,4,60.6,59.0,4.98,1358
0.56,0,1,2,64.5,61.0,5.22,1358
0.4,4,0,7,61.4,58.3,4.73,1359
0.53,4,2,2,61.6,57.0,5.16,1359
0.53,2,2,2,60.3,57.0,5.21,1359
0.53,2,2,2,62.6,55.0,5.17,1359
0.61,3,2,2,60.4,56.0,5.47,1359
0.39,2,3,6,60.7,56.0,4.73,1359
0.54,2,4,5,61.9,56.0,5.24,1359
0.5,2,1,3,60.7,56.0,5.16,1359
0.58,2,1,3,62.4,58.0,5.32,1359
0.57,2,0,3,61.9,56.0,5.3,1359
0.32,2,1,1,61.4,56.0,4.38,1359
0.51,2,0,3,59.8,55.0,5.23,1359
0.51,2,0,3,61.1,56.0,5.18,1359
0.51,3,0,3,62.0,58.0,5.12,1359
0.51,2,0,3,62.8,57.0,5.12,1359
0.51,2,0,3,61.9,56.0,5.15,1359
0.51,2,0,3,62.5,55.0,5.15,1359
0.51,3,4,5,58.5,61.0,5.26,1359
0.53,2,2,2,61.8,56.0,5.19,1360
0.53,2,2,2,61.9,55.0,5.19,1360
0.56,4,3,2,61.8,55.0,5.28,1361
0.54,3,1,2,60.2,58.0,5.27,1361
0.54,1,4,4,63.2,58.0,5.12,1361
0.54,1,4,4,63.2,60.0,5.13,1361
0.59,1,2,2,59.1,58.0,5.46,1361
0.51,1,1,2,57.4,62.0,5.29,1361
0.59,4,1,3,62.9,58.0,5.33,1362
0.71,0,6,3,66.1,58.0,5.53,1362
0.5,1,4,7,61.9,64.3,5.01,1362
0.39,3,1,6,60.7,58.0,4.73,1362
0.39,3,3,1,59.0,60.0,4.78,1362
0.51,4,1,2,60.8,57.0,5.12,1363
0.55,3,4,5,62.1,58.0,5.24,1363
0.55,2,0,3,60.9,57.0,5.26,1363
0.52,4,6,6,61.7,55.5,5.17,1363
0.41,2,1,7,61.6,55.0,4.81,1363
0.41,2,1,7,60.5,57.0,4.83,1363
0.51,1,0,2,58.7,58.0,5.21,1363
0.53,1,3,2,63.8,56.0,5.18,1363
0.53,2,2,2,62.4,57.0,5.21,1363
0.53,1,2,2,63.8,58.0,5.17,1363
0.53,1,2,2,63.8,56.0,5.16,1363
0.53,2,2,2,62.9,57.0,5.18,1363
0.5,3,0,2,61.4,59.0,5.12,1363
0.53,0,1,2,64.5,53.0,5.16,1363
0.53,3,3,2,61.3,58.0,5.21,1363
0.41,4,0,7,61.2,55.0,4.79,1364
0.57,1,3,2,63.3,55.0,5.29,1364
0.57,2,3,2,61.7,56.0,5.33,1364
0.57,1,2,2,63.2,55.0,5.26,1364
0.57,1,3,2,63.5,55.0,5.28,1364
0.57,4,2,2,58.6,57.0,5.37,1364
0.62,2,2,3,61.8,55.0,5.5,1364
0.32,3,4,5,60.7,58.0,4.43,505
0.32,2,4,5,61.5,56.0,4.38,505
0.32,3,4,5,60.5,59.0,4.39,505
0.32,4,4,5,62.4,58.0,4.33,505
0.36,4,5,5,61.6,58.0,4.52,505
0.32,3,5,4,61.9,58.0,4.36,505
0.32,2,4,5,62.2,57.0,4.36,505
0.36,3,1,3,61.5,58.0,4.56,505
0.32,1,5,4,63.1,56.0,4.38,505
0.26,4,1,7,61.4,57.0,4.1,506
0.33,2,3,2,61.6,56.0,4.43,506
0.3,3,2,3,61.3,58.0,4.33,506
0.3,3,5,2,61.9,61.0,4.29,506
0.3,3,5,2,61.6,62.0,4.3,506
0.3,3,2,3,62.6,61.0,4.24,506
0.3,4,2,3,63.5,57.0,4.25,506
0.3,4,2,3,63.4,56.0,4.29,506
0.3,3,2,3,62.3,58.0,4.32,506
0.3,4,2,3,63.3,55.0,4.33,506
0.3,2,6,4,59.7,57.0,4.4,506
0.3,3,6,4,61.9,56.0,4.32,506
0.3,3,6,4,61.2,61.0,4.33,506
0.3,3,6,4,62.6,58.0,4.32,506
0.3,3,6,4,62.6,58.0,4.31,506
0.3,4,6,4,63.5,58.0,4.27,506
0.3,3,6,4,62.7,59.0,4.28,506
0.3,4,6,4,63.4,55.0,4.3,506
0.3,3,6,4,62.4,58.0,4.3,506
0.3,1,6,4,63.6,52.0,4.29,506
0.3,3,6,4,63.0,59.0,4.27,506
0.55,2,0,3,61.6,56.0,5.28,1364
0.55,3,1,3,59.7,58.0,5.35,1364
0.42,4,1,6,60.5,55.0,4.85,1365
0.47,2,5,6,61.6,55.0,4.99,1365
0.51,2,4,5,60.9,56.4,5.15,1365
0.56,2,2,2,61.5,55.0,5.32,1365
0.5,1,1,5,57.8,60.0,5.2,1365
0.53,4,3,2,60.2,57.0,5.22,1367
0.5,2,5,7,61.2,56.0,5.13,1367
0.46,3,2,4,60.5,58.0,4.97,1367
0.41,2,1,6,60.9,55.0,4.8,1367
0.41,2,1,6,60.7,57.0,4.8,1367
0.41,2,1,6,61.7,56.0,4.78,1367
0.41,2,3,1,61.7,56.0,4.77,1367
0.41,3,1,6,62.2,58.0,4.75,1367
0.41,4,1,6,62.9,59.0,4.72,1367
0.41,3,1,6,60.7,58.0,4.8,1367
0.41,2,1,6,61.9,55.0,4.78,1367
0.41,2,1,6,61.3,57.0,4.77,1367
0.41,2,3,1,62.4,54.0,4.74,1367
0.41,2,1,6,61.3,56.0,4.79,1367
0.41,2,3,1,62.3,55.0,4.75,1367
0.41,2,3,1,61.0,57.0,4.79,1367
0.41,2,3,1,61.7,56.0,4.77,1367
0.41,2,1,6,61.3,55.0,4.76,1367
0.55,2,5,2,61.3,56.0,5.29,1367
0.5,0,3,4,66.8,56.0,4.85,1367
0.6,0,2,2,55.3,63.0,5.67,1367
0.6,1,2,2,63.7,61.0,5.24,1367
0.48,0,3,7,65.0,54.0,4.95,1367
0.55,4,2,2,63.1,56.0,5.22,1368
0.36,4,1,1,60.3,57.0,4.6,1368
0.39,2,2,1,61.9,57.0,4.68,1368
0.61,2,1,3,62.0,54.0,5.46,1368
0.54,2,3,2,62.0,54.0,5.25,1368
0.54,2,3,2,61.9,54.0,5.26,1368
0.55,2,2,2,61.0,58.0,5.25,1368
0.55,4,0,3,63.2,56.0,5.24,1368
0.55,4,0,3,63.3,56.0,5.24,1368
0.55,2,0,3,61.3,57.0,5.28,1368
0.5,2,0,3,60.9,57.0,5.15,1368
0.58,2,5,7,62.0,56.0,5.34,1369
0.52,3,1,2,60.3,58.0,5.2,1369
0.52,4,1,2,61.0,61.0,5.17,1369
0.52,4,3,5,63.0,55.0,5.13,1369
0.52,4,3,5,63.0,56.0,5.09,1369
0.52,4,1,2,62.8,57.0,5.09,1369
0.57,2,3,2,60.5,57.0,5.4,1369
0.57,4,3,2,63.4,57.0,5.26,1369
0.54,3,2,2,59.7,59.0,5.36,1369
0.54,2,2,2,59.8,57.0,5.31,1369
0.42,2,1,6,59.7,56.0,4.91,1369
0.53,4,2,2,61.7,55.0,5.22,1370
0.55,4,2,2,59.1,59.0,5.36,1370
0.55,4,2,2,60.5,59.0,5.29,1370
0.5,2,5,6,62.4,53.0,5.1,1370
0.5,2,4,4,62.6,53.0,5.09,1370
0.5,2,4,4,61.9,54.0,5.12,1370
0.5,2,4,4,61.9,53.0,5.11,1370
0.5,2,4,4,61.4,54.0,5.13,1370
0.52,3,2,2,61.1,59.0,5.21,1370
0.59,2,5,5,61.8,56.0,5.39,1371
0.59,2,2,3,60.1,57.0,5.45,1371
0.53,2,3,2,60.7,56.0,5.22,1371
0.52,4,1,3,62.6,58.0,5.05,1372
0.46,3,1,4,61.9,58.0,4.91,1372
0.46,3,1,4,61.7,59.0,4.93,1372
0.42,2,1,4,60.9,57.0,4.83,1372
0.63,2,5,2,62.0,57.0,5.47,1372
0.58,4,2,2,62.6,57.0,5.24,1373
0.5,4,3,5,62.8,56.0,5.05,1373
0.5,0,3,4,65.9,57.0,5.0,1373
0.51,4,2,2,61.8,57.0,5.1,1374
0.5,1,0,2,61.1,64.0,5.05,1374
0.55,3,2,2,60.1,58.0,5.34,1374
0.4,2,3,6,61.7,55.0,4.73,1374
0.55,2,5,5,61.8,55.0,5.28,1374
0.52,2,4,5,61.6,55.0,5.17,1374
0.5,2,2,2,60.2,63.0,5.12,1374
0.33,2,1,6,61.9,57.0,4.46,1374
0.5,3,1,2,63.0,61.0,5.07,1374
0.5,4,1,2,63.5,61.0,5.03,1374
0.5,4,1,2,63.3,57.0,5.01,1374
0.51,2,4,5,61.5,55.0,5.16,1375
0.51,2,4,5,61.6,55.0,5.16,1375
0.51,2,4,5,61.4,56.0,5.14,1375
0.54,3,1,2,62.2,61.0,5.24,1375
0.41,4,0,6,61.9,60.0,4.71,1376
0.54,4,2,2,59.3,60.0,5.32,1376
0.5,4,0,2,60.6,59.0,5.08,1376
0.52,3,0,2,60.7,58.0,5.23,1376
0.41,2,0,6,61.7,55.0,4.77,1376
0.51,2,5,4,62.0,57.0,5.1,1376
0.51,1,4,4,59.4,61.9,5.18,1376
0.57,2,2,3,61.9,58.0,5.34,1376
0.52,2,5,7,62.2,57.0,5.18,1376
0.59,2,3,2,63.4,56.0,5.36,1376
0.58,4,1,3,59.0,62.0,5.46,1377
0.51,2,1,2,61.4,56.0,5.15,1377
0.53,2,3,2,61.3,56.0,5.22,1377
0.57,2,2,2,62.2,55.0,5.32,1377
0.45,2,3,1,62.8,53.0,4.92,1377
0.45,2,3,1,61.4,56.0,4.96,1377
0.45,2,3,1,62.0,53.0,4.94,1377
0.45,2,3,1,61.0,57.0,4.96,1377
0.39,2,2,1,61.0,56.0,4.72,1377
0.54,1,0,3,59.1,65.0,5.28,1377
0.55,3,3,2,60.1,61.0,5.32,1377
0.62,4,5,5,60.7,57.3,5.48,1378
0.6,4,6,4,62.6,56.0,5.37,1378
0.46,4,3,4,60.0,56.0,5.05,1378
0.62,3,5,5,61.9,59.0,5.46,1378
0.5,4,0,5,62.2,60.0,5.15,1378
0.56,4,0,2,62.2,63.0,5.23,1378
0.6,4,4,2,60.4,63.0,5.45,1378
0.54,2,4,5,62.0,54.0,5.22,1378
0.44,2,3,1,61.3,55.0,4.91,1378
0.6,1,5,4,60.1,62.0,5.42,1378
0.5,3,2,2,59.6,60.0,5.15,1378
0.5,2,2,2,62.7,57.0,5.09,1378
0.5,2,2,2,59.9,56.0,5.36,1378
0.6,3,2,3,58.9,59.0,5.55,1378
0.58,4,3,2,61.9,56.0,5.35,1379
0.54,4,1,2,62.1,59.0,5.17,1379
0.51,4,0,2,60.0,58.0,5.19,1380
0.61,2,5,5,62.0,54.0,5.44,1380
0.55,4,1,2,63.2,58.0,5.21,1381
0.51,3,1,2,62.4,59.0,5.07,1381
0.51,3,4,4,60.3,58.0,5.16,1381
0.54,2,4,4,61.5,56.0,5.22,1381
0.51,3,3,5,61.1,58.0,5.17,1381
0.41,2,1,7,61.1,57.0,4.82,1381
0.52,4,1,2,58.4,58.0,5.29,1382
0.46,2,4,1,62.3,54.0,4.94,1382
0.61,3,4,2,59.5,62.0,5.55,1382
0.62,3,3,2,59.6,58.0,5.63,1382
0.51,2,0,3,60.9,56.0,5.18,1383
0.52,2,2,2,62.0,55.0,5.14,1383
0.57,0,1,2,64.6,59.0,5.22,1383
0.53,2,5,4,61.6,57.0,5.21,1383
0.53,3,5,4,62.3,58.0,5.26,1383
0.57,4,1,3,58.8,57.3,5.42,1384
0.5,2,4,4,61.6,58.0,5.08,1384
0.57,2,3,2,62.1,56.0,5.28,1384
0.54,2,3,2,61.4,54.0,5.27,1384
0.55,1,5,7,61.0,61.0,5.32,1384
0.6,4,1,3,62.8,56.0,5.41,1385
0.54,2,2,2,62.1,57.0,5.22,1385
0.54,2,2,2,61.3,55.0,5.23,1385
0.6,2,1,3,62.5,57.0,5.37,1385
0.54,2,2,2,60.5,57.0,5.25,1385
0.51,2,4,5,61.3,57.0,5.14,1385
0.51,2,1,3,62.0,56.0,5.12,1385
0.54,2,2,2,61.6,55.0,5.24,1385
0.52,2,4,5,62.0,57.0,5.12,1385
0.52,4,4,5,63.5,58.0,5.12,1385
0.52,1,4,5,63.6,57.0,5.1,1385
0.52,1,4,5,63.7,54.0,5.12,1385
0.52,2,0,3,62.5,56.0,5.12,1385
0.52,3,0,3,61.7,56.0,5.17,1385
0.52,2,0,3,62.9,56.0,5.17,1385
0.52,3,0,3,62.4,59.0,5.15,1385
0.6,3,0,3,61.4,56.0,5.43,1385
0.52,2,6,1,62.1,56.0,5.18,1385
0.51,4,1,2,62.1,60.0,5.08,1386
0.5,4,1,5,63.0,58.0,5.07,1386
0.58,2,4,2,60.6,56.0,5.44,1386
0.5,4,4,5,63.9,57.0,5.04,1387
0.57,4,0,3,62.1,58.0,5.26,1387
0.51,4,0,2,62.3,63.0,5.08,1387
0.52,3,1,2,60.9,58.0,5.21,1387
0.55,3,4,5,60.2,59.0,5.36,1387
0.52,1,1,2,63.7,54.0,5.12,1388
0.58,1,2,2,63.1,57.0,5.29,1388
0.56,3,0,3,60.4,58.0,5.32,1388
0.58,4,3,2,62.9,57.0,5.3,1388
0.58,1,3,2,63.2,56.0,5.3,1388
0.56,2,4,5,60.9,57.0,5.32,1388
0.56,2,4,5,61.2,57.0,5.29,1388
0.58,1,3,2,63.8,56.0,5.3,1388
0.42,2,0,4,61.8,57.0,4.82,1388
0.46,2,0,5,62.7,57.0,4.93,1388
0.46,3,0,5,60.9,58.0,4.97,1388
0.52,4,4,5,63.5,58.0,5.08,1389
0.52,4,4,5,61.4,55.0,5.19,1389
0.52,4,1,2,62.9,59.0,5.12,1389
0.52,4,1,2,62.8,56.0,5.13,1389
0.52,4,1,2,62.7,57.0,5.1,1389
0.33,2,2,1,62.1,56.0,4.41,1389
0.56,0,1,3,64.5,61.0,5.18,1389
0.58,2,4,2,61.9,59.0,5.33,1389
0.52,2,3,2,61.3,55.0,5.2,1389
0.52,2,1,2,62.3,56.0,5.12,1389
0.52,2,1,2,62.1,57.0,5.1,1389
0.52,2,1,2,60.1,59.0,5.18,1389
0.5,1,1,5,64.9,59.0,4.89,1389
0.54,3,3,2,60.3,57.0,5.4,1389
0.54,4,3,2,63.2,56.0,5.19,1389
0.54,2,3,2,62.6,57.0,5.21,1389
0.54,4,2,2,63.3,56.0,5.24,1389
0.42,2,2,6,62.0,55.0,4.84,1389
0.42,2,2,6,61.3,56.0,4.83,1389
0.42,3,2,6,60.5,58.0,4.84,1389
0.42,2,0,7,61.4,56.0,4.85,1389
0.42,2,0,7,62.1,55.0,4.81,1389
0.42,2,0,7,62.1,55.0,4.81,1389
0.42,2,0,7,62.5,57.0,4.8,1389
0.42,2,0,7,62.6,56.0,4.79,1389
0.54,3,4,5,61.9,55.0,5.25,1389
0.54,2,4,5,62.6,57.0,5.24,1389
0.54,3,4,5,61.6,58.0,5.24,1389
0.54,3,3,2,61.7,59.0,5.2,1389
0.42,3,2,1,62.2,56.0,4.85,1389
0.54,3,5,4,61.5,58.0,5.28,1389
0.54,3,3,2,59.0,60.0,5.4,1389
0.64,4,5,2,63.0,57.0,5.47,1390
0.5,1,2,4,56.4,62.0,5.31,1390
0.6,2,5,2,62.1,55.0,5.39,1390
0.55,2,2,2,61.0,56.0,5.28,1390
0.42,4,2,6,61.9,58.0,4.77,1391
0.52,2,4,5,62.2,56.4,5.09,1391
0.59,4,5,5,63.4,56.0,5.37,1391
0.59,4,5,5,62.4,58.4,5.3,1392
0.54,4,3,2,62.8,59.0,5.14,1392
0.54,4,3,2,63.2,58.0,5.15,1392
0.54,4,3,2,63.8,57.0,5.16,1392
0.58,2,1,3,61.4,57.1,5.36,1392
0.53,4,5,4,61.0,57.0,5.22,1393
0.51,4,1,5,60.2,62.0,5.16,1393
0.46,2,3,6,62.2,57.0,4.93,1393
0.55,2,5,5,62.6,57.0,5.21,1393
0.46,2,1,4,62.2,54.0,4.9,1393
0.58,4,3,2,63.5,56.0,5.34,1393
0.51,2,2,2,61.7,56.0,5.12,1394
0.56,2,2,2,60.1,58.0,5.36,1394
0.42,2,3,1,62.4,57.0,4.79,1394
0.5,1,2,5,63.3,60.0,4.99,1395
0.5,3,2,5,61.4,60.0,5.13,1395
0.5,1,0,2,63.2,59.0,5.02,1395
0.53,4,1,2,61.6,58.0,5.19,1395
0.53,1,3,5,63.4,58.0,5.13,1395
0.53,3,1,2,62.1,58.0,5.11,1395
0.5,4,0,2,62.8,61.0,5.04,1395
0.5,3,4,4,60.3,58.0,5.22,1395
0.42,2,0,4,61.4,56.0,4.84,1395
0.62,2,3,3,60.6,57.0,5.53,1395
0.52,2,6,2,62.3,56.0,5.12,1395
0.54,2,3,2,61.5,55.1,5.25,1395
0.5,1,1,5,59.8,57.0,5.12,1395
0.73,3,3,0,62.5,58.0,5.82,1395
0.5,4,2,5,62.7,56.0,5.04,1396
0.51,4,3,5,61.2,55.0,5.13,1397
0.57,4,1,2,62.1,58.0,5.28,1397
0.57,2,2,2,61.6,56.0,5.36,1397
0.51,2,4,5,62.9,57.0,5.07,1397
0.57,2,4,2,61.8,57.0,5.32,1397
0.5,0,1,5,66.3,55.0,4.98,1397
0.5,0,1,5,64.9,56.0,5.01,1397
0.5,1,1,5,64.1,58.0,5.03,1397
0.4,2,1,6,62.6,56.0,4.73,1397
0.38,2,2,1,62.2,55.0,4.66,1397
0.4,3,3,1,59.8,58.0,4.85,1397
0.4,2,3,1,61.4,55.0,4.79,1397
0.4,3,3,1,60.8,58.0,4.77,1397
0.4,2,3,1,62.2,55.0,4.76,1397
0.4,2,1,6,61.7,57.0,4.74,1397
0.4,2,1,6,61.5,56.0,4.78,1397
0.4,2,1,6,61.5,56.0,4.73,1397
0.4,3,1,6,61.2,61.0,4.74,1397
0.4,2,1,6,62.8,57.0,4.71,1397
0.4,2,1,6,62.4,57.0,4.72,1397
0.4,3,1,6,61.4,59.0,4.74,1397
0.5,4,1,5,63.2,56.0,5.06,1397
0.57,4,2,3,63.5,56.0,5.28,1397
0.5,0,1,5,65.4,57.0,5.01,1397
0.57,2,2,3,61.0,56.0,5.37,1397
0.51,4,0,2,62.2,58.0,5.08,1398
0.6,4,3,2,63.3,58.0,5.34,1399
0.56,2,0,3,61.0,57.0,5.3,1399
0.41,2,0,2,61.8,58.0,4.73,1399
0.52,3,0,2,59.7,60.0,5.26,1399
0.49,4,1,2,63.6,57.9,4.96,1400
0.42,2,1,6,61.6,56.0,4.82,1400
0.38,2,0,6,61.8,56.0,4.63,1400
0.42,2,1,6,62.0,56.0,4.78,1400
0.42,2,1,6,61.6,56.0,4.81,1400
0.42,2,3,1,61.6,56.0,4.85,1400
0.42,2,3,1,60.4,55.0,4.85,1400
0.38,3,0,6,60.4,59.0,4.7,1400
0.38,2,0,6,61.3,56.0,4.65,1400
0.42,2,3,1,62.7,56.0,4.76,1400
0.42,3,3,1,60.2,59.0,4.8,1400
0.38,3,0,6,61.4,59.0,4.63,1400
0.42,2,1,6,62.1,55.0,4.78,1400
0.42,2,3,1,62.1,56.0,4.8,1400
0.42,2,1,6,62.3,57.0,4.78,1400
0.42,3,3,1,61.6,58.0,4.76,1400
0.5,2,3,5,61.6,55.0,5.11,1400
0.47,2,1,4,61.5,55.0,5.01,1400
0.55,1,2,2,64.3,57.9,5.16,1400
0.3,4,6,4,63.4,57.0,4.26,506
0.3,4,6,4,63.4,57.0,4.26,506
0.3,3,6,4,62.6,60.0,4.28,506
0.3,4,6,4,63.3,60.0,4.25,506
0.3,3,5,2,61.6,59.0,4.34,506
0.3,3,5,2,61.4,58.0,4.33,506
0.3,2,5,2,61.3,56.0,4.33,506
0.3,2,5,2,62.3,56.0,4.35,506
0.3,3,5,2,60.5,62.0,4.37,506
0.3,3,5,2,60.9,59.0,4.36,506
0.3,1,5,2,63.8,57.0,4.27,506
0.3,4,5,2,63.3,59.0,4.25,506
0.3,4,5,2,63.4,57.0,4.25,506
0.3,4,5,2,63.3,59.0,4.3,506
0.3,4,5,2,63.5,57.0,4.26,506
0.3,2,5,2,62.2,57.0,4.27,506
0.3,1,5,2,64.1,57.0,4.3,506
0.3,1,3,3,63.7,54.0,4.25,506
0.3,4,3,3,63.3,57.0,4.28,506
0.3,3,3,3,62.3,59.0,4.29,506
0.3,3,3,3,62.5,59.0,4.31,506
0.3,3,3,3,58.1,61.0,4.47,506
0.3,3,2,3,62.2,58.0,4.33,506
0.3,3,2,3,61.7,62.0,4.27,506
0.31,4,0,2,60.4,60.0,4.4,507
0.3,2,5,7,62.8,57.0,4.26,507
0.31,2,4,5,61.0,57.0,4.38,507
0.31,2,4,5,61.7,55.0,4.34,507
0.31,2,4,5,61.4,56.0,4.38,507
0.31,2,4,5,61.2,56.0,4.36,507
0.5,2,4,5,62.3,58.0,5.12,1400
0.58,4,2,2,59.9,58.0,5.35,1401
0.58,4,2,2,63.1,57.0,5.28,1401
0.55,4,0,3,59.7,64.0,5.26,1401
0.52,2,4,5,61.6,55.0,5.19,1401
0.52,2,4,5,61.3,55.0,5.2,1401
0.54,2,3,5,61.7,55.0,5.22,1401
0.59,2,5,4,61.8,55.0,5.41,1401
0.46,2,4,4,61.2,55.0,4.96,1401
0.61,2,5,3,61.1,57.0,5.46,1401
0.58,2,2,2,62.3,54.0,5.36,1401
0.52,0,5,7,60.4,66.0,5.26,1401
0.61,3,2,3,60.9,58.0,5.52,1401
0.61,4,5,5,63.4,55.0,5.46,1401
0.45,2,1,7,61.9,56.0,4.95,1401
0.6,4,5,5,60.6,60.0,5.46,1402
0.5,4,2,5,62.8,57.0,5.05,1402
0.6,4,4,2,63.1,60.0,5.3,1402
0.58,4,4,2,62.5,58.0,5.29,1402
0.51,3,2,5,62.7,59.0,5.04,1402
0.51,3,2,5,60.7,59.0,5.16,1402
0.5,1,0,5,64.1,61.0,4.98,1402
0.55,2,4,5,61.8,54.0,5.28,1402
0.55,2,4,5,62.5,54.0,5.24,1402
0.55,2,4,5,61.9,54.0,5.25,1402
0.38,2,1,1,61.4,55.0,4.68,1402
0.38,2,1,1,62.2,54.1,4.64,1402
0.48,1,2,4,59.0,60.9,5.09,1402
0.51,3,1,2,61.2,61.0,5.16,1402
0.51,3,1,2,62.9,57.0,5.11,1402
0.51,4,1,2,63.3,59.0,5.09,1402
0.53,0,2,5,65.5,58.0,5.09,1402
0.51,2,1,2,61.7,57.0,5.15,1402
0.51,4,0,2,61.7,58.0,5.09,1403
0.57,4,2,2,62.6,58.0,5.28,1403
0.51,2,0,2,60.6,57.0,5.15,1403
0.5,4,2,5,62.6,54.0,5.1,1404
0.54,4,2,2,60.2,56.0,5.28,1404
0.54,4,3,2,60.4,56.0,5.29,1404
0.4,1,2,1,63.5,58.0,4.69,1404
0.4,4,2,1,62.8,57.0,4.65,1404
0.48,2,2,4,60.8,56.3,5.1,1404
0.5,2,2,5,62.4,56.0,5.1,1404
0.54,2,3,2,61.2,58.0,5.27,1404
0.5,2,0,2,62.0,54.0,5.09,1404
0.56,2,1,2,61.3,56.0,5.28,1405
0.55,1,1,2,63.1,58.0,5.2,1406
0.55,4,1,2,63.0,59.0,5.25,1406
0.56,2,5,4,60.5,55.0,5.33,1406
0.4,2,2,1,61.9,54.0,4.75,1406
0.51,3,2,2,59.7,59.0,5.2,1406
0.51,3,2,2,59.4,60.0,5.21,1406
0.51,1,2,2,63.6,58.0,5.08,1406
0.51,2,2,2,62.9,56.0,5.1,1406
0.51,1,2,2,64.2,59.0,5.04,1406
0.57,3,1,2,58.9,59.0,5.41,1406
0.51,2,2,2,60.0,57.0,5.25,1406
0.51,2,2,2,61.3,56.0,5.19,1406
0.37,2,2,6,59.2,57.0,4.75,1406
0.51,3,0,3,59.5,61.0,5.19,1406
0.5,4,1,5,61.3,62.0,5.05,1407
0.5,1,1,5,63.3,56.0,5.11,1407
0.5,1,1,5,63.4,59.0,5.03,1407
0.5,1,1,5,63.7,59.0,4.99,1407
0.63,2,3,3,62.8,56.3,5.34,1407
0.44,1,3,1,58.5,61.0,4.99,1407
0.58,3,1,2,58.5,55.0,5.52,1407
0.56,4,3,2,61.1,56.0,5.32,1408
0.58,4,3,2,59.3,58.0,5.41,1408
0.58,4,3,2,59.3,59.0,5.46,1408
0.53,4,1,2,63.0,55.0,5.14,1408
0.61,1,1,3,63.1,56.0,5.4,1408
0.58,4,5,5,61.7,54.1,5.37,1408
0.52,4,3,5,61.9,59.0,5.12,1408
0.52,2,4,4,61.4,56.0,5.2,1408
0.52,4,0,2,60.5,61.0,5.19,1408
0.43,2,3,7,60.9,57.0,4.86,1408
0.44,2,0,7,61.8,54.8,4.89,1408
0.5,2,4,5,62.6,52.0,5.06,1408
0.58,2,3,2,62.0,58.0,5.33,1408
0.58,2,2,2,61.4,57.0,5.33,1408
0.53,2,1,2,62.1,53.0,5.2,1408
0.38,4,1,1,62.5,59.0,4.61,1409
0.71,0,6,3,65.5,61.0,5.54,1409
0.5,1,2,5,60.9,64.0,5.12,1409
0.5,2,1,2,61.9,55.0,5.18,1409
0.54,2,2,3,61.2,57.0,5.25,1409
0.5,3,2,2,62.5,59.0,5.03,1409
0.55,3,2,2,60.2,58.0,5.31,1410
0.5,4,4,4,63.0,56.0,5.02,1410
0.5,2,1,2,60.8,57.0,5.09,1410
0.5,1,3,5,63.2,57.0,4.99,1410
0.55,2,2,2,62.4,55.0,5.23,1410
0.5,3,1,2,59.3,59.0,5.19,1410
0.5,2,1,2,60.1,57.0,5.14,1410
0.55,1,2,2,57.0,62.0,5.42,1410
0.55,4,2,2,59.5,61.0,5.28,1410
0.5,4,4,4,62.5,58.0,5.04,1410
0.5,2,1,2,62.2,57.0,5.06,1410
0.5,2,1,2,62.3,56.0,5.06,1410
